fuse,lc4032ze\ff_type\glb1\mc15\D.jed,lc4032ze\ff_type\glb1\mc15\T.jed,lc4032ze\ff_type\glb1\mc15\latch.jed,lc4032ze\ff_type\glb1\mc15\none.jed
79:78,1,0,1,0
80:78,1,1,0,0
