fuse,lc4032ze\ff_type\glb1\mc4\D.jed,lc4032ze\ff_type\glb1\mc4\T.jed,lc4032ze\ff_type\glb1\mc4\latch.jed,lc4032ze\ff_type\glb1\mc4\none.jed
79:27,1,0,1,0
80:27,1,1,0,0
