fuse,lc4032ze\ce_mux\glb1\mc11\always.jed,lc4032ze\ce_mux\glb1\mc11\npt.jed,lc4032ze\ce_mux\glb1\mc11\pt.jed,lc4032ze\ce_mux\glb1\mc11\shared.jed
86:58,1,1,0,0
87:58,1,0,0,1
