fuse,lc4032ze\ce_mux\glb1\mc9\always.jed,lc4032ze\ce_mux\glb1\mc9\npt.jed,lc4032ze\ce_mux\glb1\mc9\pt.jed,lc4032ze\ce_mux\glb1\mc9\shared.jed
86:48,1,1,0,0
87:48,1,0,0,1
