fuse,lc4032ze\ce_mux\glb1\mc12\always.jed,lc4032ze\ce_mux\glb1\mc12\npt.jed,lc4032ze\ce_mux\glb1\mc12\pt.jed,lc4032ze\ce_mux\glb1\mc12\shared.jed
86:67,1,1,0,0
87:67,1,0,0,1
