fuse,lc4032ze\ce_mux\glb1\mc6\always.jed,lc4032ze\ce_mux\glb1\mc6\npt.jed,lc4032ze\ce_mux\glb1\mc6\pt.jed,lc4032ze\ce_mux\glb1\mc6\shared.jed
86:37,1,1,0,0
87:37,1,0,0,1
