fuse,lc4032ze\grp\gi12\glb0\pin_16.jed,lc4032ze\grp\gi12\glb0\pin_27.jed,lc4032ze\grp\gi12\glb0\fb_A3.jed,lc4032ze\grp\gi12\glb0\fb_B7.jed,lc4032ze\grp\gi12\glb0\pin_31.jed,lc4032ze\grp\gi12\glb0\pin_47.jed
24:86,0,1,1,1,1,1
