fuse,lc4032ze\grp\gi12\glb1\pin_16.jed,lc4032ze\grp\gi12\glb1\pin_27.jed,lc4032ze\grp\gi12\glb1\fb_A3.jed,lc4032ze\grp\gi12\glb1\fb_B7.jed,lc4032ze\grp\gi12\glb1\pin_31.jed,lc4032ze\grp\gi12\glb1\pin_47.jed
24:0,0,1,1,1,1,1
