fuse,lc4032ze\orm\glb1\mc13\self.jed,lc4032ze\orm\glb1\mc13\o1.jed,lc4032ze\orm\glb1\mc13\o2.jed,lc4032ze\orm\glb1\mc13\o3.jed,lc4032ze\orm\glb1\mc13\o4.jed,lc4032ze\orm\glb1\mc13\o5.jed,lc4032ze\orm\glb1\mc13\o6.jed,lc4032ze\orm\glb1\mc13\o7.jed
89:68,0,1,0,1,0,1,0,1
90:68,0,0,1,1,0,0,1,1
91:68,0,0,0,0,1,1,1,1
