fuse,lc4032ze\orm\glb1\mc7\self.jed,lc4032ze\orm\glb1\mc7\o1.jed,lc4032ze\orm\glb1\mc7\o2.jed,lc4032ze\orm\glb1\mc7\o3.jed,lc4032ze\orm\glb1\mc7\o4.jed,lc4032ze\orm\glb1\mc7\o5.jed,lc4032ze\orm\glb1\mc7\o6.jed,lc4032ze\orm\glb1\mc7\o7.jed
89:38,0,1,0,1,0,1,0,1
90:38,0,0,1,1,0,0,1,1
91:38,0,0,0,0,1,1,1,1
