fuse,lc4032ze\orm\glb1\mc4\self.jed,lc4032ze\orm\glb1\mc4\o1.jed,lc4032ze\orm\glb1\mc4\o2.jed,lc4032ze\orm\glb1\mc4\o3.jed,lc4032ze\orm\glb1\mc4\o4.jed,lc4032ze\orm\glb1\mc4\o5.jed,lc4032ze\orm\glb1\mc4\o6.jed,lc4032ze\orm\glb1\mc4\o7.jed
89:27,0,1,0,1,0,1,0,1
90:27,0,0,1,1,0,0,1,1
91:27,0,0,0,0,1,1,1,1
