fuse,lc4032ze\orm\glb1\mc15\self.jed,lc4032ze\orm\glb1\mc15\o1.jed,lc4032ze\orm\glb1\mc15\o2.jed,lc4032ze\orm\glb1\mc15\o3.jed,lc4032ze\orm\glb1\mc15\o4.jed,lc4032ze\orm\glb1\mc15\o5.jed,lc4032ze\orm\glb1\mc15\o6.jed,lc4032ze\orm\glb1\mc15\o7.jed
89:78,0,1,0,1,0,1,0,1
90:78,0,0,1,1,0,0,1,1
91:78,0,0,0,0,1,1,1,1
