fuse,lc4032ze\grp\gi20\glb0\pin_46.jed,lc4032ze\grp\gi20\glb0\pin_28.jed,lc4032ze\grp\gi20\glb0\fb_A0.jed,lc4032ze\grp\gi20\glb0\fb_B5.jed,lc4032ze\grp\gi20\glb0\pin_18.jed,lc4032ze\grp\gi20\glb0\fb_B10.jed
41:86,0,1,1,1,1,1
