fuse,lc4032ze\grp\gi20\glb1\pin_46.jed,lc4032ze\grp\gi20\glb1\pin_28.jed,lc4032ze\grp\gi20\glb1\fb_A0.jed,lc4032ze\grp\gi20\glb1\fb_B5.jed,lc4032ze\grp\gi20\glb1\pin_18.jed,lc4032ze\grp\gi20\glb1\fb_B10.jed
41:0,0,1,1,1,1,1
