fuse,lc4032ze\ce_mux\glb0\mc0\always.jed,lc4032ze\ce_mux\glb0\mc0\npt.jed,lc4032ze\ce_mux\glb0\mc0\pt.jed,lc4032ze\ce_mux\glb0\mc0\shared.jed
86:93,1,1,0,0
87:93,1,0,0,1
