fuse,lc4032ze\oe_mux\glb1\mc12\off.jed,lc4032ze\oe_mux\glb1\mc12\on.jed,lc4032ze\oe_mux\glb1\mc12\npt.jed,lc4032ze\oe_mux\glb1\mc12\pt.jed,lc4032ze\oe_mux\glb1\mc12\goe0.jed,lc4032ze\oe_mux\glb1\mc12\goe1.jed,lc4032ze\oe_mux\glb1\mc12\goe2.jed,lc4032ze\oe_mux\glb1\mc12\goe3.jed
92:67,1,0,1,0,0,1,0,1
93:67,1,1,0,0,1,1,0,0
94:67,1,1,1,1,0,0,0,0
