fuse,lc4032ze\oe_mux\glb1\mc5\off.jed,lc4032ze\oe_mux\glb1\mc5\on.jed,lc4032ze\oe_mux\glb1\mc5\npt.jed,lc4032ze\oe_mux\glb1\mc5\pt.jed,lc4032ze\oe_mux\glb1\mc5\goe0.jed,lc4032ze\oe_mux\glb1\mc5\goe1.jed,lc4032ze\oe_mux\glb1\mc5\goe2.jed,lc4032ze\oe_mux\glb1\mc5\goe3.jed
92:28,1,0,1,0,0,1,0,1
93:28,1,1,0,0,1,1,0,0
94:28,1,1,1,1,0,0,0,0
