fuse,lc4032ze\grp\gi21\glb1\pin_42.jed,lc4032ze\grp\gi21\glb1\pin_22.jed,lc4032ze\grp\gi21\glb1\pin_7.jed,lc4032ze\grp\gi21\glb1\fb_B14.jed,lc4032ze\grp\gi21\glb1\fb_B3.jed,lc4032ze\grp\gi21\glb1\fb_B9.jed
43:0,0,1,1,1,1,1
