fuse,lc4032ze\grp\gi21\glb0\pin_42.jed,lc4032ze\grp\gi21\glb0\pin_22.jed,lc4032ze\grp\gi21\glb0\pin_7.jed,lc4032ze\grp\gi21\glb0\fb_B14.jed,lc4032ze\grp\gi21\glb0\fb_B3.jed,lc4032ze\grp\gi21\glb0\fb_B9.jed
43:86,0,1,1,1,1,1
