fuse,lc4032ze\grp\gi23\glb1\pin_48.jed,lc4032ze\grp\gi23\glb1\fb_B11.jed,lc4032ze\grp\gi23\glb1\pin_2.jed,lc4032ze\grp\gi23\glb1\fb_B6.jed,lc4032ze\grp\gi23\glb1\pin_16.jed,lc4032ze\grp\gi23\glb1\fb_B0.jed
47:0,0,1,1,1,1,1
