fuse,lc4032ze\grp\gi23\glb0\pin_48.jed,lc4032ze\grp\gi23\glb0\fb_B11.jed,lc4032ze\grp\gi23\glb0\pin_2.jed,lc4032ze\grp\gi23\glb0\fb_B6.jed,lc4032ze\grp\gi23\glb0\pin_16.jed,lc4032ze\grp\gi23\glb0\fb_B0.jed
47:86,0,1,1,1,1,1
