fuse,lc4032ze\orm\glb0\mc12\self.jed,lc4032ze\orm\glb0\mc12\o1.jed,lc4032ze\orm\glb0\mc12\o2.jed,lc4032ze\orm\glb0\mc12\o3.jed,lc4032ze\orm\glb0\mc12\o4.jed,lc4032ze\orm\glb0\mc12\o5.jed,lc4032ze\orm\glb0\mc12\o6.jed,lc4032ze\orm\glb0\mc12\o7.jed
89:153,0,1,0,1,0,1,0,1
90:153,0,0,1,1,0,0,1,1
91:153,0,0,0,0,1,1,1,1
