fuse,lc4032ze\orm\glb0\mc0\self.jed,lc4032ze\orm\glb0\mc0\o1.jed,lc4032ze\orm\glb0\mc0\o2.jed,lc4032ze\orm\glb0\mc0\o3.jed,lc4032ze\orm\glb0\mc0\o4.jed,lc4032ze\orm\glb0\mc0\o5.jed,lc4032ze\orm\glb0\mc0\o6.jed,lc4032ze\orm\glb0\mc0\o7.jed
89:93,0,1,0,1,0,1,0,1
90:93,0,0,1,1,0,0,1,1
91:93,0,0,0,0,1,1,1,1
