fuse,lc4032ze\pull\glb1\mc7\OFF.jed,lc4032ze\pull\glb1\mc7\UP.jed,lc4032ze\pull\glb1\mc7\DOWN.jed,lc4032ze\pull\glb1\mc7\HOLD.jed
95:38,0,0,1,1
96:38,1,0,1,0
