fuse,lc4032ze\pull\glb1\mc6\OFF.jed,lc4032ze\pull\glb1\mc6\UP.jed,lc4032ze\pull\glb1\mc6\DOWN.jed,lc4032ze\pull\glb1\mc6\HOLD.jed
95:37,0,0,1,1
96:37,1,0,1,0
