fuse,lc4032ze\clk_mux\glb1\mc3\bclk0.jed,lc4032ze\clk_mux\glb1\mc3\bclk1.jed,lc4032ze\clk_mux\glb1\mc3\bclk2.jed,lc4032ze\clk_mux\glb1\mc3\bclk3.jed,lc4032ze\clk_mux\glb1\mc3\pt.jed,lc4032ze\clk_mux\glb1\mc3\npt.jed,lc4032ze\clk_mux\glb1\mc3\shared_pt.jed,lc4032ze\clk_mux\glb1\mc3\gnd.jed
76:18,0,1,0,1,0,1,0,1
77:18,0,0,1,1,0,0,1,1
81:18,0,0,0,0,1,1,1,1
