fuse,lc4032ze\clk_mux\glb1\mc5\bclk0.jed,lc4032ze\clk_mux\glb1\mc5\bclk1.jed,lc4032ze\clk_mux\glb1\mc5\bclk2.jed,lc4032ze\clk_mux\glb1\mc5\bclk3.jed,lc4032ze\clk_mux\glb1\mc5\pt.jed,lc4032ze\clk_mux\glb1\mc5\npt.jed,lc4032ze\clk_mux\glb1\mc5\shared_pt.jed,lc4032ze\clk_mux\glb1\mc5\gnd.jed
76:28,0,1,0,1,0,1,0,1
77:28,0,0,1,1,0,0,1,1
81:28,0,0,0,0,1,1,1,1
