fuse,lc4032ze\clk_mux\glb1\mc9\bclk0.jed,lc4032ze\clk_mux\glb1\mc9\bclk1.jed,lc4032ze\clk_mux\glb1\mc9\bclk2.jed,lc4032ze\clk_mux\glb1\mc9\bclk3.jed,lc4032ze\clk_mux\glb1\mc9\pt.jed,lc4032ze\clk_mux\glb1\mc9\npt.jed,lc4032ze\clk_mux\glb1\mc9\shared_pt.jed,lc4032ze\clk_mux\glb1\mc9\gnd.jed
76:48,0,1,0,1,0,1,0,1
77:48,0,0,1,1,0,0,1,1
81:48,0,0,0,0,1,1,1,1
