fuse,lc4032ze\clk_mux\glb1\mc13\bclk0.jed,lc4032ze\clk_mux\glb1\mc13\bclk1.jed,lc4032ze\clk_mux\glb1\mc13\bclk2.jed,lc4032ze\clk_mux\glb1\mc13\bclk3.jed,lc4032ze\clk_mux\glb1\mc13\pt.jed,lc4032ze\clk_mux\glb1\mc13\npt.jed,lc4032ze\clk_mux\glb1\mc13\shared_pt.jed,lc4032ze\clk_mux\glb1\mc13\gnd.jed
76:68,0,1,0,1,0,1,0,1
77:68,0,0,1,1,0,0,1,1
81:68,0,0,0,0,1,1,1,1
