fuse,lc4032ze\xor\glb0\mc0\normal.jed,lc4032ze\xor\glb0\mc0\invert.jed,lc4032ze\xor\glb0\mc0\xor_pt0.jed,lc4032ze\xor\glb0\mc0\xor_npt0.jed
72:93,1,1,0,0
73:93,0,1,0,1
