fuse,lc4032ze\grp\gi16\glb0\fb_B2.jed,lc4032ze\grp\gi16\glb0\pin_34.jed,lc4032ze\grp\gi16\glb0\pin_18.jed,lc4032ze\grp\gi16\glb0\fb_B15.jed,lc4032ze\grp\gi16\glb0\fb_A7.jed,lc4032ze\grp\gi16\glb0\fb_A10.jed
32:87,0,1,1,1,1,1
