fuse,lc4032ze\grp\gi16\glb1\fb_B2.jed,lc4032ze\grp\gi16\glb1\pin_34.jed,lc4032ze\grp\gi16\glb1\pin_18.jed,lc4032ze\grp\gi16\glb1\fb_B15.jed,lc4032ze\grp\gi16\glb1\fb_A7.jed,lc4032ze\grp\gi16\glb1\fb_A10.jed
32:1,0,1,1,1,1,1
