fuse,lc4032ze\xor\glb1\mc9\normal.jed,lc4032ze\xor\glb1\mc9\invert.jed,lc4032ze\xor\glb1\mc9\xor_pt0.jed,lc4032ze\xor\glb1\mc9\xor_npt0.jed
72:48,1,1,0,0
73:48,0,1,0,1
