fuse,lc4032ze\xor\glb1\mc10\normal.jed,lc4032ze\xor\glb1\mc10\invert.jed,lc4032ze\xor\glb1\mc10\xor_pt0.jed,lc4032ze\xor\glb1\mc10\xor_npt0.jed
72:57,1,1,0,0
73:57,0,1,0,1
