fuse,lc4032ze\xor\glb1\mc5\normal.jed,lc4032ze\xor\glb1\mc5\invert.jed,lc4032ze\xor\glb1\mc5\xor_pt0.jed,lc4032ze\xor\glb1\mc5\xor_npt0.jed
72:28,1,1,0,0
73:28,0,1,0,1
