fuse,lc4032ze\xor\glb1\mc3\normal.jed,lc4032ze\xor\glb1\mc3\invert.jed,lc4032ze\xor\glb1\mc3\xor_pt0.jed,lc4032ze\xor\glb1\mc3\xor_npt0.jed
72:18,1,1,0,0
73:18,0,1,0,1
