fuse,lc4032ze\xor\glb1\mc13\normal.jed,lc4032ze\xor\glb1\mc13\invert.jed,lc4032ze\xor\glb1\mc13\xor_pt0.jed,lc4032ze\xor\glb1\mc13\xor_npt0.jed
72:68,1,1,0,0
73:68,0,1,0,1
